Project,Package,Class,MethodSignature,OuterClass,AccessModifier,IsStatic,IsFinal,ATFD,CA,CAM,CBO,CBOMZ,CE,CYCLO,DAM,DIT,LCOM,LD,LOC_C,LOC_M,MFA,MOA,MRD,NOAM,NOC,NOL_C,NOL_M,NOM,NOMM,NOMR_C,NOMR_M,NOPA,NOPV,NPM,RFC,WMC,WMCNAMM,WOC
C:\Users\marci\Desktop\Studia\Semestr 8\Projekt badawczo-rozwojowy w in퓓nierii oprogramowania\Projekt\M8\lightweight-effectiveness\projects\junit4\src\main\java\org\junit\runners\model,org.junit.runners.model,TestTimedOutException,,,public,false,false,,,,,,,,,,,0.0,22,,,,0.0,2,,0,,2,0,0,,0,3,2,,2,0,0.0
C:\Users\marci\Desktop\Studia\Semestr 8\Projekt badawczo-rozwojowy w in퓓nierii oprogramowania\Projekt\M8\lightweight-effectiveness\projects\junit4\src\main\java\org\junit\runners\parameterized,org.junit.runners.parameterized,BlockJUnit4ClassRunnerWithParameters,,,public,false,false,,,,,,,,,,,0.0,174,,,,0.0,4,,0,,16,0,0,,0,2,1,,36,32,0.75
C:\Users\marci\Desktop\Studia\Semestr 8\Projekt badawczo-rozwojowy w in퓓nierii oprogramowania\Projekt\M8\lightweight-effectiveness\projects\junit4\src\main\java\org\junit\runners\parameterized,org.junit.runners.parameterized,BlockJUnit4ClassRunnerWithParametersFactory,,,public,false,false,,,,,,,,,,,0.0,6,,,,0.0,0,,0,,1,0,0,,0,0,1,,1,1,1.0
C:\Users\marci\Desktop\Studia\Semestr 8\Projekt badawczo-rozwojowy w in퓓nierii oprogramowania\Projekt\M8\lightweight-effectiveness\projects\junit4\src\main\java\org\junit\runners\parameterized,org.junit.runners.parameterized,ParametersRunnerFactory,,,public,false,false,,,,,,,,,,,0.0,4,,,,0.0,0,,0,,1,0,0,,0,0,0,,1,1,1.0
C:\Users\marci\Desktop\Studia\Semestr 8\Projekt badawczo-rozwojowy w in퓓nierii oprogramowania\Projekt\M8\lightweight-effectiveness\projects\junit4\src\main\java\org\junit\runners\parameterized,org.junit.runners.parameterized,TestWithParameters,,,public,false,false,,,,,,,,,,,0.0,57,,,,0.0,4,,0,,6,0,0,,0,3,6,,9,5,0.3333333333333333
C:\Users\marci\Desktop\Studia\Semestr 8\Projekt badawczo-rozwojowy w in퓓nierii oprogramowania\Projekt\M8\lightweight-effectiveness\projects\junit4\src\main\java\org\junit\validator,org.junit.validator,AnnotationsValidator,,,public,false,true,,,,,,,,,,,0.0,84,,,,0.0,0,,0,,11,0,0,,0,2,2,,15,15,1.0
C:\Users\marci\Desktop\Studia\Semestr 8\Projekt badawczo-rozwojowy w in퓓nierii oprogramowania\Projekt\M8\lightweight-effectiveness\projects\junit4\src\main\java\org\junit\validator,org.junit.validator,AnnotationValidator,,,public,false,false,,,,,,,,,,,0.0,16,,,,0.0,3,,0,,3,0,0,,0,1,3,,3,0,0.0
C:\Users\marci\Desktop\Studia\Semestr 8\Projekt badawczo-rozwojowy w in퓓nierii oprogramowania\Projekt\M8\lightweight-effectiveness\projects\junit4\src\main\java\org\junit\validator,org.junit.validator,AnnotationValidatorFactory,,,public,false,false,,,,,,,,,,,0.0,19,,,,0.0,0,,0,,1,0,0,,0,1,1,,3,3,1.0
C:\Users\marci\Desktop\Studia\Semestr 8\Projekt badawczo-rozwojowy w in퓓nierii oprogramowania\Projekt\M8\lightweight-effectiveness\projects\junit4\src\main\java\org\junit\validator,org.junit.validator,PublicClassValidator,,,public,false,false,,,,,,,,,,,0.0,12,,,,0.0,0,,0,,1,0,0,,0,1,1,,2,2,1.0
C:\Users\marci\Desktop\Studia\Semestr 8\Projekt badawczo-rozwojowy w in퓓nierii oprogramowania\Projekt\M8\lightweight-effectiveness\projects\junit4\src\main\java\org\junit\validator,org.junit.validator,TestClassValidator,,,public,false,false,,,,,,,,,,,0.0,4,,,,0.0,0,,0,,1,0,0,,0,0,0,,1,1,1.0
